MOLECULE_NAME,SMILES,Bound_per_MW
103405054,CN1CCC2=C3[C@H]1CC4=C(C3=CC=C2)C(=C(C=C4)OC)O,0.333386647
103410174,COC1=CC=C(C=C1)C2=C(C(=O)NC(=N2)N3CCOCC3)C#N,0.299459864
103414866,CC1=NC=CN1C2=CC=C(C=C2)COC3=CC(=CC(=C3)C4(CCOCC4)C(=O)N)F,0.219581352
103417222,CC1=NC(=CC=C1)C2=NC3=C(N2)C=C(C=C3)Cl,0.405790798
103418150,CC(C)OC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC=CC=C3,0.354840666
103419630,CC(C(=O)NC1=CC=C(C=C1)S(=O)(=O)N2CCCC2)(C(F)(F)F)O,0.212932053
103419664,CC(C(=O)NC1=CC=C(C=C1)S(=O)(=O)N2CCOCC2)(C(F)(F)F)O,0.164609269
103424661,B1(C2=CC=CC=C2NC(=O)N1C3=CC=CC=C3)O,0.344668249
103424662,B1(C2=CC=CC=C2C=NN1S(=O)(=O)C3=CC=C(C=C3)C)O,0.305316044
103428343,CC(C)(C)COC1=C(C=C(C=C1)N2C=C(C=N2)C(=O)O)C#N,0.326596065
103431570,C1CN(CCC12NC3=C(C=CC(=C3C(=N2)N)F)F)C(=O)C4=CC=C(C=C4)C#N,0.187552768
103432070,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O,0.12748596
103433281,B1(C2=C(C=C(C=C2)Cl)C=NN1S(=O)(=O)CCC)O,0.289793369
103433455,B1(C2=C(C=NN1S(=O)(=O)C3=CC=C(C=C3)C)OC(=C2)C)O,0.31203146
103435149,C1CN(C[C@@H]1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5,0.222993248
103436562,CC1(N=C(N=C(N1C2=CC=C(C=C2)SC)N)N)C,0.126779815
103443418,C1CN2C=C(C3=CC=CC(=C32)CN1C(=O)N4CCOCC4)C5=C(C(=O)NC5=O)C6=CN=C7N6C=CC=C7,0.172739851
103443419,C[C@H]1[C@@H](C(=O)NC1=O)C(=O)[C@H](C(C)C)NC(=O)C[C@@H](C2=CC=CC=C2)NC(=O)/C=C/C3=CC=CC=C3,0.200991887
103444835,C1CC2=C(C[C@@H]1NS(=O)(=O)C3=CC=C(C=C3)F)C4=CC=CC=C4N2CCC(=O)O,0.233531985
103445641,CCN(CC)CCN1C2=CC(=CC(=C2[C@@](C1=O)(C3=CC=CC=C3Cl)O)C(F)(F)F)C(=O)N,0.15120528
103447552,CCN(C1CCN(CC1)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C(=O)NCC4=CC=C(C=C4)S(=O)(=O)C,0.125754584
103449088,CC(C)(C)[C@H](C(=O)N1CCC[C@H]1C(=O)NCC2=C(C=CC(=C2)Cl)CN)O,0.110001466
103450411,C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O,0.092534791
103450658,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC,0.179446054
103452342,CC1=C(C=C(C=C1)NC(=O)C2=CC(=NC=C2)N3CCOCC3)NC(=O)C4=CC=C(C=C4)OCC5=CC=CC=N5,0.188142317
103457124,COC1=CC(=C(C=C1)OC)CNC(=O)C2=C(N=CC=C2)OC3=CC=CC=C3,0.273874111
103457230,C1=CC=C(C=C1)OC2=C(C=CC=N2)C(=O)NCC3=CC=CC=C3Cl,0.255583039
103457266,CC(=O)NC1=CC=C(C=C1)CNC2=NNC3=C2C(=NC=C3)OC4=CC=CC=C4,0.240777042
103459325,C1=CC(=C(C(=C1)F)C(=O)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)F,0.20541988
103461613,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C,0.172519736
103461615,C[C@H](C1=CC=C(C=C1)OS(=O)(=O)C(F)(F)F)C(=O)N,0.291299697
103461616,C[C@H](C1=CC=C(C=C1)OS(=O)(=O)C(F)(F)F)C(=O)NCCN2CCCC2,0.171469138
103463298,C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F,0.246768449
103463377,CCCCC1=NC2=C(N1CC(C)C)C3=CC=CC=C3N=C2N,0.31644502
103463403,CC(C)C1=CC=C(C=C1)/C=N/NC(=O)C2=CC=C(C=C2)O,0.334061762
103463510,C[C@H](CN(C1=CC=CC=N1)C(=O)C2=CC=C(C=C2)C#N)N3CCN(CC3)C4=C5C(=CC=C4)OCCO5,0.204933288
103463581,CCC1=NC2=C(N1CC(C)C)C3=CC=CC=C3N=C2N,0.329217034
103464723,CC1=NC=CN1C2=CC=C(C=C2)SC3=CC=CC(=C3)C4(CCOCC4)C(=O)N,0.236587448
103465769,CCOC1=NC2=C(O1)C=C(C=C2)OCCC3CCN(CC3)C4=NN=C(C=C4)C,0.260730422
103466085,CCC1=NC2=C(C=CC(=C2)O)C(=C1C3=CC=CC=C3)OC4=CC=C(C=C4)/C=C/C(=O)O,0.241677745
103469353,CC1=C(C2=C(N1S(=O)(=O)C3=CC=C(C=C3)S(=O)(=O)C)C=CC(=C2)F)CC(=O)O,0.216989181
103473479,C1COCCC1NC2=NN3C(=NC=C3C4=CC(=CC=C4)Cl)C=C2,0.301396277
103479540,CC[C@@H](CO)NC1=NC(=NC2=C1SC(=N2)N)SCC3=CC=CC=C3,0.267361188
103479561,CC[C@H](CO)NC1=NC(=NC2=C1SC(=N2)N)SCC3=CC=CC=C3,0.273032067
103479893,C1COCCN1C(=O)C2=CC=CC(=C2)CC3=NNC(=O)C4=CC=CC=C43,0.167577778
103479954,CC[C@H](CO)NC1=NC(=NC2=C1SC(=N2)N)SCC3=C(C(=CC=C3)F)F,0.247838863
103481530,CCCC[C@@H](C(=O)N[C@H]1CC(=O)NCCCC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC1=O)CC2=CN=CN2)CC3=CC=CC=C3)CCCN=C(N)N)CC4=CNC5=CC=CC=C54)C(=O)N)NC(=O)C,0.054413307
103482089,COCCNC1=NC(=C2C(=N1)N(C(=O)N2)CC3=CC=CC=C3)N,0.251853831
103484021,C1=CC=C(C=C1)C2=NC(C(=O)NC3=CC=CC=C32)NC(=O)NC4=CC=CC=C4F,0.250719615
103485784,CC(C)CN1C2=C(C(=C(S2)CC3=CNC4=CC=CC=C43)C(=O)N5CC[C@H](C5)O)C(=O)N(C1=O)C,0.190307747
103485790,CC1=NC(=C(N1CC2=C(C3=C(S2)N(C(=O)N(C3=O)C)CC(C)C)C(=O)N4CC[C@H](C4)O)Cl)Cl,0.177087484
103485867,CC(C)CN1C2=C(C(=C(S2)CC3=CC=CC4=CC=CC=C43)SCCCO)C(=O)N(C1=O)C,0.213168204
103485902,CC(C)CN1C2=C(C(=C(S2)CC3=CC=CC=C3C(F)(F)F)C(=O)N4CC(C4)(C)O)C(=O)N(C1=O)C,0.182710235
103485910,CC(C)CN1C2=C(C(=C(S2)CC3=CNC4=C3C=CC=N4)C(=O)N5CC[C@H](C5)O)C(=O)N(C1=O)C,0.142510663
103485951,CC(C)CN1C2=C(C(=C(S2)CC3=CC=NC4=CC=CC=C34)C(=O)N5CC[C@H](C5)O)C(=O)N(C1=O)C,0.131018816
103485967,CC(C)CN1C2=C(C(=C(S2)CN3C4=CC=CC=C4N=C3NC)C(=O)N5CC[C@H](C5)O)C(=O)N(C1=O)C,0.133426031
103486027,CC(C)CC1=NN(C(=O)C2=C(N(C=C12)CC3=CC=CC4=CC=CC=C43)SCCCO)C,0.228952256
103489768,COCCOC1=NC(=C2C(=N1)N(C(=O)N2)CC3=CC=CC=C3)N,0.283795226
103490178,C1=CC=C2C(=C1)N=C(N2CCCO)NC(=O)C3=CC(=CC=C3)[N+](=O)[O-],0.270289329
103490739,C1C[C@H](CN(C1)C2CCN(CC2)C(=O)C3=C4C=CC=CC4=CC5=CC=CC=C53)C(=O)N6CCOCC6,0.192307692
103490976,C[C@@H](C#CC1=CN=C(S1)OC2=CC=C(C=C2)OC(C)C)NC(=O)OC,0.27649923
103492571,CC[C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)C2=CC=CC=C2)C#N)N,0.29925471
103492762,C1=CC(=CC=C1CCCCN=C(N)NC(=O)C2=C(N=C(C(=N2)Cl)N)N)OCC(CO)O,0.16622595
103492820,C[C@@H](CC(=O)OC(C)(C)C)NC(=O)C1=NO[C@H](C1)C(C(F)(F)F)(C(F)(F)F)O,0.194283035
103493057,CC(CC(=O)OC(C)(C)C)NC(=O)C1=NOC(C1)C(C(F)(F)F)(C(F)(F)F)O,0.190968029
103493084,C[C@@H](CC(=O)OC(C)(C)C)NC(=O)C1=NOC(C1)C(C(F)(F)F)(C(F)(F)F)O,0.198900365
103495412,CC1=CC2=C(C=C1)N(C(=C2C3=CC=NC4=C(C=CC=C34)C)C)CC(=O)O,0.288925537
103495413,CC1=CC2=C(C=C1)N(C(=C2C3=C4C=CC=C(C4=NC=C3)Cl)C)CC(=O)O,0.27256381
103495444,CC1=CC2=C(C=C1)N(C(=C2C3=C4C=CC=C(C4=NC=C3)F)C)CC(=O)O,0.284461948
103495445,CC1=CC2=C(C=C1)N(C(=C2C3=C4C=CC=C(C4=NC=C3)OC)C)CC(=O)O,0.272492946
103495468,CC1=CC2=C(C=C1)N(C(=C2C3=C4C=CC=C(C4=NC=C3)S(=O)(=O)C)C)CC(=O)O,0.229975103
103495469,CC1=CC2=C(C=C1)N(C(=C2C3=CC=NC4=C(C=CC=C34)C#N)C)CC(=O)O,0.276563955
103495548,CC1=C(C2=C(N1C3=C4C=CC(=CC4=NC=C3)Cl)C=CC(=C2)OC)CC(=O)O,0.259984087
103495549,CC1=C(C2=C(N1CC(=O)O)C=CC(=C2)OC)C3=C4C=CC(=CC4=NC=C3)Cl,0.261769656
103495581,CC1=CC2=C(C=C1)N(C(=C2C3=C4C=CC(=CC4=NC=C3)Cl)C)CC(=O)O,0.273605385
103495616,CC1=CC2=C(C=C1)N(C(=C2C3=CC(=NC4=CC=CC=C43)C)C)CC(=O)O,0.289186851
103495856,CC1=CC2=C(C=C1)N(C(=C2C3=C4C=CC(=CC4=NC=C3)C(F)(F)F)C)CC(=O)O,0.250110446
103495857,CC1=CC2=C(C=C1)N(C(=C2C3=C4C=CC=C(C4=NC=C3)C(F)(F)F)C)CC(=O)O,0.250060243
103496181,CC(C)C1=NN=C2N1C=C(C=C2)C3=C(N=CO3)C4=C(C=CC(=C4)F)F,0.239059979
103496488,C1CCC(CC1)[C@H](C(=O)NC2(CC3=CC=CC=C3C2)C(=O)NCC4=CC=C(C=C4)C(=N)N)NCC(=O)O,0.090938038
103496834,CC1=C(C(=CC=C1)C)OC(=O)N(C2=C(C=C(C=C2)OC)OC)C3=NC(=NC=C3)NC4=CC=C(C=C4)N5CCN(CC5)C,0.175547498
103497790,CCN(CC)C1=CC2=C(C=C1)C=C(C(=O)O2)C(=O)C,0.357879717
103498862,COC1=C(C=CC(=C1)N2C=NC3=C(C2=O)SC(=C3)C4=CC=C(C=C4)Cl)OCCN5CCCC5,0.20458294
103500531,CCCC[C@@H](C(=O)NCC(C)C)NC[C@@H]1CC2=CC=CC(=C2)CCCCC3=CC(=CC(=C3)N(CCC)S(=O)(=O)C)C(=O)N1,0.162511156
103501534,CN1CCC(CC1)OC2=CC(=CC3=C2C(=NC=N3)NC4=C5C(=CC=C4)OCO5)OC,0.239706408
103502876,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N,0.056933403
103503975,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,0.226920548
103504099,CC[C@H](C1=CC=C(O1)C)NC2=C(C(=O)C2=O)NC3=CC=CC(=C3O)C(=O)N(C)C,0.247112077
103504457,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,0.234606138
103504863,C1CCC2=C(C1)C=CC3=C(C(=C(N=C23)CC4=CC=C(C=C4)Cl)O)C(=O)O,0.271672938
103504912,CC(C)CN1C2=C(C(=C(S2)OC3=CC=CC4=CC=CC=C43)C(=O)N5CC[C@H](C5)O)C(=O)N(C1=O)C,0.201140634
103504913,CC1=NC(=C(N1CC2=C(C3=C(S2)N(C(=O)N(C3=O)C)CC(C)C)C(=O)N(C)OC)Cl)Cl,0.131061411
103504922,CC(C)CN1C2=C(C(=C(S2)CC3=CC=NC4=CC=CC=C34)C(=O)N5C[C@@H](CO5)O)C(=O)N(C1=O)C,0.151888599
103504931,CC(C)CN1C2=C(C(=C(S2)CC3=CC=CC=C3C(F)(F)F)C(=O)N4C[C@@H](CO4)O)C(=O)N(C1=O)C,0.185309723
103504938,CC(C)CN1C2=C(C(=C(S2)CC3=CNC4=C3C=CC=N4)C(=O)N5C[C@@H](CO5)O)C(=O)N(C1=O)C,0.156240306
103504939,CC(C)CN1C2=C(C(=C(S2)CN3C4=CC=CC=C4N=C3NC)C(=O)N5C[C@@H](CO5)O)C(=O)N(C1=O)C,0.093056466
103504947,CC(C)CN1C2=C(C(=C(S2)CC3=C4C=C(C=CC4=NC=C3)F)C(=O)N5CC[C@H](C5)O)C(=O)N(C1=O)C,0.105798966
103504948,CC1=C(C(=NN1)C)CC2=C(C3=C(S2)N(C(=O)N(C3=O)C)CC(C)C)C(=O)N4C[C@@H](CO4)O,0.11082367
103505094,CCC1=NN(C2=C1CCN3C2=NN=C3C4=CC=CS4)C5CCCC5,0.283561337
103506514,C1=CC=C(C=C1)CNC(=O)C2=C(C3=C(C=CC=N3)C=C2)O,0.348279443
103508251,COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C#N)OCC4=CC=CC=C4S(=O)(=O)C)OC,0.21060859
103508281,C1=CC2=C(C=C1C(F)(F)F)NC(=O)N2C3=C(C=CC(=C3)C(F)(F)F)O,0.275709565
103509851,CC1=CC(=NC(=N1)N2C=CN=C2)N3CCC[C@@H]3C(=O)NCCC4=CC5=C(C=C4)OCO5,0.192663976
103509973,C1=CC=C(C=C1)C2=N[C@@H](C(=O)NC3=CC=CC=C32)NC(=O)NC4=CC=CC=C4F,0.248041977
103510684,CC1=NN=C(S1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O,0.198715565
103511427,CCNC(=O)NC1=NC2=C(C=C(C=C2N1)C3=CN=CC=C3)C4=C(C=CC=N4)F,0.262065118
103513368,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,0.181311556
103515206,COC1=CC=CC=C1O[C@H]([C@@H]2CNCCO2)C3=CC=CC=C3,0.230884858
103517194,C1=CC(=CN=C1)NC2=NC=C(C(=N2)C3=CC=CO3)C4=NC=NC=C4,0.272031209
103517284,C1CNC(=O)C2=C1NC(=C2)C3=CC=NC=C3,0.194381917
103520217,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0.242552743
103520420,CC1=NN=C(O1)C2=NN=C(C=C2)N3CCC(CC3)OC4=C(C=CC(=C4)F)Cl,0.251938084
103521354,CC(=O)NC1=NC2=C(C=CC=C2S1)OC3=NC=NC(=C3)C4=CC=C(C=C4)C(F)(F)F,0.232103733
103523413,C[C@H]1C[C@@H]1CNC2=NC(=CC(=C2)C(=O)N[C@@H](CC3=CC=CC=C3)[C@H](CF)N)N(C)S(=O)(=O)C(C)C,0.18892141
103524048,CCOC1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3N=C2[C@@H](C)N(CC4=CN=CC=C4)C(=O)CC5=CC=C(C=C5)C(F)(F)F,0.169668641
103524061,CCOC1=CC=C(C=C1)N2C(=O)C3=C(N=CC=C3)N=C2[C@@H](C)N(CC4=CN=CC=C4)C(=O)CC5=CC=C(C=C5)OC(F)(F)F,0.157769785
103524102,CC1=CC=C(C=C1)C(=O)N(CCCN)[C@@H](C2=NC3=C(C=CC(=C3)Cl)C(=O)N2CC4=CC=CC=C4)C(C)C,0.192235913
103524152,CC(=O)NC1=CC=CC(=C1)NC2=NC3=C(C=NN3C(=N2)NC4CC4)C#N,0.256250538
103532317,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,0.322086835
103532771,C[C@@H]1CN(CCN1C(=O)COC2=C(C=C(C=C2)Cl)NC(=O)N)CC3=CC=C(C=C3)F,0.225224707
103533446,CC(CO)(CO)NC1=NC(=NC2=C1SC(=N2)N)SCC3=C(C(=CC=C3)F)F,0.210677792
103533452,C[C@H](CO)NC1=NC(=NC2=C1SC(=N2)N)SCC3=C(C(=CC=C3)F)F,0.255679373
103533465,C[C@H](CO)NC1=NC(=NC2=C1SC(=N2)NC3CC3)SCC4=C(C(=CC=C4)F)F,0.233239043
103533470,C1CC1NC2=NC3=C(S2)C(=NC(=N3)SCC4=C(C(=CC=C4)F)F)NC(CO)CO,0.215920803
103533477,CC[C@H](CO)NC1=NC(=NC2=C1SC(=N2)NC(C)C)SCC3=C(C(=CC=C3)F)F,0.226591773
103533501,C[C@H](CO)NC1=NC(=NC2=C1SC(=N2)N)SCC3=CC=CO3,0.261832084
103538556,C1CN(CCN1)C2=CC(=C(C=C2)Cl)C(=O)NCC34CC5CC(C3)CC(C5)C4,0.250853836
103538882,C1C[C@H](CNC1)OC2=CC(=C(C=C2)Cl)C(=O)NCC34CC5CC(C3)CC(C5)C4,0.234659996
103538883,C1C[C@@H](CNC1)OC2=CC(=C(C=C2)Cl)C(=O)NCC34CC5CC(C3)CC(C5)C4,0.234659996
103538887,C1CNCCC1CC2=CC(=C(C=C2)Cl)C(=O)NCC34CC5CC(C3)CC(C5)C4,0.227634329
103538888,C1CN(CCN1)CC2=CC(=C(C=C2)Cl)C(=O)NCC34CC5CC(C3)CC(C5)C4,0.227074844
103538889,C1[C@H]2CN[C@@H]1CN2CC3=CC(=C(C=C3)Cl)C(=O)NCC45CC6CC(C4)CC(C6)C5,0.21816794
103538915,CC1=C(C=C(O1)CN2CCNCC2)C(=O)NCC34CC5CC(C3)CC(C5)C4,0.229298163
103538949,C1C2CC3CC1CC(C2)(C3)CNC(=O)C4=C(C=CC(=C4)CN5CC6CNCC(C5)O6)Cl,0.21469802
103538951,C1C2CC3CC1CC(C2)(C3)CNC(=O)C4=C(C=CC(=C4)C(=O)N5CC6CNCC(C5)O6)Cl,0.150916372
103539175,CCC(=O)O[C@@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C)C(=O)SCF,0.195953086
103540044,CCOC1=CC(=CC(=C1N)OCC)CN2CCC(CC2)NC3=NC4=C(O3)C=CC(=C4)S(=O)(=O)N,0.143178689
103540632,COC1=CC=C(C=C1)NC(=O)C2=NC(=NC=C2)N,0.290885717
103541455,CC(C)C1=C(C(=C(C(=N1)C(C)C)COC)C2=CC=C(C=C2)F)/C=C/[C@H](C[C@H](CC(=O)O)O)O,0.215446146
103542531,CC1=C(C(NC(=O)N1)C2=CC=CS2)C(=O)OCC3=CC=CC=C3,0.296352236
103543239,CC1(C2=C(C=CC(=C2)C3=CC=C(N3C)C#N)NC(=S)O1)C,0.330247526
103544522,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,0.359654478
103546213,C[C@H](C1=C(C=C(C=C1)F)CCCC(=O)O)N(C2=C(C=CC(=C2)F)F)S(=O)(=O)C3=CC=C(C=C3)Cl,0.195136625
103547644,C1=CC=C(C(=C1)NC(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])O)Br,0.283208006
103548420,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,0.201290807
103550418,C[N+](C)(CC1=CC=C(C=C1)NC(=O)C2=CC(=C(C=C2)Cl)Cl)C3CCOCC3,0.200931066
103551692,CC1=CC(=NC2=C1C=CC(=C2)OC)N[C@H]3CC[C@@H](C3)NCC4=CN(C5=C4N=CC=C5)C,0.234345107
103551702,CC1=CC(=NC2=C1C=CC(=C2)OC)N[C@H]3CC[C@@H](C3)NCC4=CN(C5=C4C=C(C=C5)C#N)C,0.224336443
103552468,CC(C)N1C2=CC=CC=C2CC[C@H](C1=O)NC(=O)[C@@H](CC3=CC=CC=C3OC(F)(F)F)NC(=O)OC(C)(C)C,0.181407959
103554089,C1=CC=C(C=C1)C2=NC3=C(N2OCC(=O)O)C=C(C=C3)[N+](=O)[O-],0.314777396
103554292,CCCCNC1=C2C(=NC(=N1)SCCC)N(N=N2)[C@@H]3C[C@@H]([C@H]([C@H]3O)O)CO,0.246143293
103554301,CCCSC1=NC(=C2C(=N1)N(N=N2)[C@@H]3C[C@@H]([C@H]([C@H]3O)O)CO)N[C@@H]4C[C@H]4C5=CC=CC=C5,0.217337025
103554311,C1[C@@H]([C@H]([C@H]([C@@H]1N2C3=NC(=NC(=C3N=N2)N[C@@H]4C[C@H]4C5=CC(=C(C=C5)F)F)SCCC(F)(F)F)O)O)CO,0.182700788
103554313,C1[C@H]([C@@H]1NC2=C3C(=NC(=N2)SCCC(F)(F)F)N(N=N3)[C@@H]4C[C@@H]([C@H]([C@H]4O)O)OCCO)C5=CC(=C(C=C5)F)F,0.173185927
103555266,CS(=O)(=O)C1=CC=C(C=C1)C2=CC3=NC=C(C(=C3C=C2)NC4=CC=C(C=C4)F)C(=O)N,0.226646459
103555995,CC(C1=CC=CC=C1)NCCC(C2=CC=CC=C2)C3=CC=CC=C3,0.313320231
103555997,CCOC(=O)NC1=C(N=C(C=C1)NCC2=CC=C(C=C2)F)N,0.276020702
103556133,CC(C)(C)C1=CC2=C(C=C1)[C@@H](CC2)NC(=O)NC3=CC=CC4=C3C=NN4,0.286353853
103557046,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,0.277675919
103558466,CN1C=CNC1=S,0.16632654
103558581,CCCC1=CC(=O)NC(=S)N1,0.240194552
103559831,C[C@H]1C[C@@H]2[C@H]([C@H]([C@]3(O2)CC[C@H]4[C@@H]5CC=C6C[C@H](CC[C@@]6([C@H]5CC4=C3C)C)O)C)NC1,0.226514102
103560996,CC(C)(C)OC(=O)N[C@H](CC1=CC=CC=C1C(F)(F)F)C(=O)NCC2=NC3=C(N2CC4=CC=CC=C4)N=CC=C3,0.178635621
103561093,CCNC1=CC(=C(C(=C1)N2CCCCS2(=O)=O)F)C(=O)N[C@@H](CC3=CC=CC=C3)[C@@H](CNCC4=CC(=CC=C4)C(F)(F)F)O,0.155187903
103561988,CS(=O)(=O)NC(=O)CCCC1=C(NC2=C1C=C(C=C2)C#N)C3=CC=C(C=C3)F,0.247091604
103562009,CN(C)S(=O)(=O)NC(=O)CCCC1=C(NC2=C1C=C(C=C2)C#N)C3=CC=C(C=C3)F,0.232421369
103562013,C1=CC(=CC=C1C2=C(C3=C(N2)C=CC(=C3)C#N)CCCC(=O)NS(=O)(=O)N)F,0.246082385
103562093,C1=CC(=C(C=C1C(=O)NC2=CN=C(C=C2)Cl)F)F,0.337688442
103563410,C1CN(CCN1)CC2=CSC3=NC(=CN23)C4=CC=CC=C4NC(=O)C5=NC6=CC=CC=C6N=C5,0.210850686
103564127,C1C(CN1)NC2=CC=CC(=N2)C3=CN=C4N3C=C(C=C4)Cl,0.279152002
103564164,CC(C)CN1C2=NN(C(=C2C(=O)N(C1=O)C)C3=CC=NC=C3)CC4=CC=CC5=CC=CC=C54,0.224700184
103565180,C1CCN[C@@H](C1)[C@@H](C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,0.258672644
103565388,C[C@H]([C@@H](C(=O)NO)NC(=O)C1=CC=C(C=C1)C#CC2=CC=C(C=C2)CN3CCOCC3)O,0.220390586
103566476,CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N,0.210874442
103567576,COC1=CC=C(C=C1)CNC(=O)NC2=NC=C(S2)[N+](=O)[O-],0.323301516
103568173,CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-],0.243914754
103569182,COC1=CC(=C(C=C1)OC)CNC2=NNC3=C2C(=NC=C3)OC4=CC=CC=C4,0.261891099
103570312,C1=CC=C(C=C1)CNC2=NC(=O)N(S2)CC3=CC=CC=C3,0.33586318
103573779,C[C@H](CO)NC1=NC(=NC2=C1C=NN2)SCC3=C(C(=CC=C3)F)F,0.27462989
103573852,CC1=NC(=NO1)C2=C(C=C(C=C2F)Cl)C3=CC(=C(N=C3)[C@@H](C)NC(=O)[C@](C)(C(F)(F)F)O)F,0.199667493
103573862,C[C@H](CO)NC1=NC(=NC2=C1C=C(C(=O)N2)C#N)SCC3=C(C(=CC=C3)F)F,0.243645486
103573866,C[C@H](CO)NC1=NC(=NC2=C1N=CC(=O)N2)SCC3=C(C(=CC=C3)F)F,0.260574814
103573908,C[C@H](CO)NC1=NC(=NC2=C1SC(=N2)NS(=O)(=O)C)SCC3=C(C(=CC=C3)F)F,0.214195489
103574068,C[C@H](CO)NC1=NC(=NC2=NC(=CN=C21)N)SCC3=C(C(=CC=C3)F)F,0.252452379
103574160,C[C@H](CO)NC1=NC(=NC2=C1NC(=N2)N)SCC3=C(C(=CC=C3)F)F,0.266677948
103574217,CN1CCN(CC1)CCOC2=NNC3=C2C(=NC=N3)NC4=CC(=C(C=C4)OCC5=CC=CC=N5)Cl,0.178489536
103574398,CC1=NC(=CS1)CSC2=NC3=C(C(=N2)N[C@H](C)CO)SC(=O)N3,0.268310703
103574436,C[C@H](CO)NC1=NC(=NC2=C1SC(=O)N2)SCC3=CC=CO3,0.290768112
103574437,C[C@H](CO)NC1=NC(=NC2=C1SC(=O)N2)SCC3=CC=CC=C3,0.286150499
103574471,C[C@H](CO)NC1=NC(=NC2=C1SC(=O)N2)SCC3=CC=CC=C3F,0.272511687
103574472,C[C@H](CO)NC1=NC(=NC2=C1SC(=N2)N)SCC3=CC=CC=C3,0.274643206
103575611,C[C@H](CC1=CC(=CC=C1)CC(=O)NC23CC4CC(C2)CC(C4)C3)NC[C@@H](C5=CC(=C(C=C5)O)CO)O,0.182499087
103578063,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)CSCC(=O)O,0.32112561
103581295,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,0.414745271
103583785,CC(C)S(=O)(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCC(CC4)N5CCN(CC5)C)OC,0.157469034
103584279,C[C@@H](C(=O)N[C@H]1C2=CC=CC=C2CCN(C1=O)C)NC(=O)[C@H](C(C)C)O,0.054531571
103584551,C1CCN(CC1)CC2=CC=C(C=C2)C3=CC(=C(S3)NC(=O)N)C(=O)N,0.185819057
103586682,C1=CC(=CC(=C1)C(F)(F)F)C(=O)NC2=CC(=C(C=C2)Cl)C(=O)NC3=CN=CC=C3,0.237499702
103586756,C1=CC(=CC(=C1)Cl)C(=O)NC2=CC(=C(C=C2)Cl)C(=O)NC3=CN=CC=C3,0.254480398
103586896,C1=CC(=CC(=C1)C(F)(F)F)C(=O)NC2=CC(=C(C=C2)Cl)C(=O)NC3=CN=CS3,0.233902198
103586897,C1=CC(=CC(=C1)Cl)C(=O)NC2=CC(=C(C=C2)Cl)C(=O)NC3=CN=CS3,0.254418547
103586898,CC1=CC(=CC(=C1)C(=O)NC2=CC(=C(C=C2)Cl)C(=O)NC3=CN=CS3)C,0.258114006
